# ---------------------------------- WARNING ----------------------------------------						
# Some of the data that you have obtained from this U.S. Geological Survey database may not 						
# have received Director's approval.  Any such data values are qualified as provisional and 						
# are subject to revision.  Provisional data are released on the condition that neither the 						
# USGS nor the United States Government may be held liable for any damages resulting from its use.						
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.						
#						
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output						
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals						
#						
# Contact:   gs-w_support_nwisweb@usgs.gov						
# retrieved: 2024-12-02 03:09:35 -05:00 (nadww01)						
#						
# Data for the following 1 site(s) are contained in this file						
USGS	14144700	3/2/2019	3:00	PST	125000	A
USGS	14144700	3/2/2019	4:00	PST	126000	A
USGS	14144700	3/2/2019	5:00	PST	126000	A
USGS	14144700	3/2/2019	6:00	PST	127000	A
USGS	14144700	3/2/2019	7:00	PST	127000	A
USGS	14144700	3/2/2019	8:00	PST	128000	A
USGS	14144700	3/2/2019	9:00	PST	128000	A
USGS	14144700	3/2/2019	10:00	PST	129000	A
USGS	14144700	3/2/2019	11:00	PST	129000	A
USGS	14144700	3/2/2019	12:00	PST	130000	A
USGS	14144700	3/2/2019	13:00	PST	130000	A
USGS	14144700	3/2/2019	14:00	PST	131000	A
USGS	14144700	3/2/2019	15:00	PST	131000	A
USGS	14144700	3/2/2019	16:00	PST	132000	A
USGS	14144700	3/2/2019	17:00	PST	132000	A
USGS	14144700	3/2/2019	18:00	PST	133000	A
USGS	14144700	3/2/2019	19:00	PST	133000	A
USGS	14144700	3/2/2019	20:00	PST	134000	A
USGS	14144700	3/2/2019	21:00	PST	134000	A
USGS	14144700	3/2/2019	22:00	PST	135000	A
USGS	14144700	3/2/2019	23:00	PST	135000	A
USGS	14144700	3/3/2019	0:00	PST	135000	A
USGS	14144700	3/3/2019	1:00	PST	136000	A
USGS	14144700	3/3/2019	2:00	PST	136000	A
USGS	14144700	3/3/2019	3:00	PST	136000	A
USGS	14144700	3/3/2019	4:00	PST	136000	A
USGS	14144700	3/3/2019	5:00	PST	137000	A
USGS	14144700	3/3/2019	6:00	PST	137000	A
USGS	14144700	3/3/2019	7:00	PST	137000	A
USGS	14144700	3/3/2019	8:00	PST	137000	A
USGS	14144700	3/3/2019	9:00	PST	137000	A
USGS	14144700	3/3/2019	10:00	PST	137000	A
USGS	14144700	3/3/2019	11:00	PST	137000	A
USGS	14144700	3/3/2019	12:00	PST	137000	A
USGS	14144700	3/3/2019	13:00	PST	137000	A
USGS	14144700	3/3/2019	14:00	PST	137000	A
USGS	14144700	3/3/2019	15:00	PST	137000	A
USGS	14144700	3/3/2019	16:00	PST	137000	A
USGS	14144700	3/3/2019	17:00	PST	137000	A
USGS	14144700	3/3/2019	18:00	PST	137000	A
USGS	14144700	3/3/2019	19:00	PST	137000	A
USGS	14144700	3/3/2019	20:00	PST	137000	A
USGS	14144700	3/3/2019	21:00	PST	137000	A
USGS	14144700	3/3/2019	22:00	PST	137000	A
USGS	14144700	3/3/2019	23:00	PST	137000	A
USGS	14144700	3/4/2019	0:00	PST	137000	A
USGS	14144700	3/4/2019	1:00	PST	136000	A
USGS	14144700	3/4/2019	2:00	PST	136000	A
USGS	14144700	3/4/2019	3:00	PST	136000	A
USGS	14144700	3/4/2019	4:00	PST	136000	A
USGS	14144700	3/4/2019	5:00	PST	136000	A
USGS	14144700	3/4/2019	6:00	PST	136000	A
USGS	14144700	3/4/2019	7:00	PST	136000	A
USGS	14144700	3/4/2019	8:00	PST	136000	A
USGS	14144700	3/4/2019	9:00	PST	135000	A
USGS	14144700	3/4/2019	10:00	PST	135000	A
USGS	14144700	3/4/2019	11:00	PST	135000	A
USGS	14144700	3/4/2019	12:00	PST	135000	A
USGS	14144700	3/4/2019	13:00	PST	135000	A
USGS	14144700	3/4/2019	14:00	PST	135000	A
USGS	14144700	3/4/2019	15:00	PST	135000	A
USGS	14144700	3/4/2019	16:00	PST	134000	A
USGS	14144700	3/4/2019	17:00	PST	134000	A
USGS	14144700	3/4/2019	18:00	PST	134000	A
USGS	14144700	3/4/2019	19:00	PST	134000	A
USGS	14144700	3/4/2019	20:00	PST	134000	A
USGS	14144700	3/4/2019	21:00	PST	134000	A
USGS	14144700	3/4/2019	22:00	PST	133000	A
USGS	14144700	3/4/2019	23:00	PST	133000	A
USGS	14144700	3/5/2019	0:00	PST	133000	A
USGS	14144700	3/5/2019	1:00	PST	133000	A
USGS	14144700	3/5/2019	2:00	PST	133000	A
USGS	14144700	3/5/2019	3:00	PST	133000	A
USGS	14144700	3/5/2019	4:00	PST	133000	A
USGS	14144700	3/5/2019	5:00	PST	133000	A
USGS	14144700	3/5/2019	6:00	PST	132000	A
USGS	14144700	3/5/2019	7:00	PST	132000	A
USGS	14144700	3/5/2019	8:00	PST	132000	A
USGS	14144700	3/5/2019	9:00	PST	132000	A
USGS	14144700	3/5/2019	10:00	PST	132000	A
USGS	14144700	3/5/2019	11:00	PST	132000	A
USGS	14144700	3/5/2019	12:00	PST	132000	A
USGS	14144700	3/5/2019	13:00	PST	132000	A
USGS	14144700	3/5/2019	14:00	PST	132000	A
USGS	14144700	3/5/2019	15:00	PST	132000	A
USGS	14144700	3/5/2019	16:00	PST	132000	A
USGS	14144700	3/5/2019	17:00	PST	133000	A
USGS	14144700	3/5/2019	18:00	PST	133000	A
USGS	14144700	3/5/2019	19:00	PST	133000	A
USGS	14144700	3/5/2019	20:00	PST	133000	A
USGS	14144700	3/5/2019	21:00	PST	133000	A
USGS	14144700	3/5/2019	22:00	PST	133000	A
USGS	14144700	3/5/2019	23:00	PST	133000	A
USGS	14144700	3/6/2019	0:00	PST	134000	A
USGS	14144700	3/6/2019	1:00	PST	134000	A
USGS	14144700	3/6/2019	2:00	PST	134000	A
USGS	14144700	3/6/2019	3:00	PST	134000	A
USGS	14144700	3/6/2019	4:00	PST	135000	A
USGS	14144700	3/6/2019	5:00	PST	135000	A
USGS	14144700	3/6/2019	6:00	PST	135000	A
USGS	14144700	3/6/2019	7:00	PST	136000	A
USGS	14144700	3/6/2019	8:00	PST	136000	A
USGS	14144700	3/6/2019	9:00	PST	136000	A
USGS	14144700	3/6/2019	10:00	PST	137000	A
USGS	14144700	3/6/2019	11:00	PST	137000	A
USGS	14144700	3/6/2019	12:00	PST	138000	A
USGS	14144700	3/6/2019	13:00	PST	138000	A
USGS	14144700	3/6/2019	14:00	PST	139000	A
USGS	14144700	3/6/2019	15:00	PST	140000	A
USGS	14144700	3/6/2019	16:00	PST	140000	A
USGS	14144700	3/6/2019	17:00	PST	141000	A
USGS	14144700	3/6/2019	18:00	PST	141000	A
USGS	14144700	3/6/2019	19:00	PST	142000	A
USGS	14144700	3/6/2019	20:00	PST	143000	A
USGS	14144700	3/6/2019	21:00	PST	144000	A
USGS	14144700	3/6/2019	22:00	PST	144000	A
USGS	14144700	3/6/2019	23:00	PST	145000	A
USGS	14144700	3/7/2019	0:00	PST	146000	A
USGS	14144700	3/7/2019	1:00	PST	147000	A
USGS	14144700	3/7/2019	2:00	PST	147000	A
USGS	14144700	3/7/2019	3:00	PST	148000	A
USGS	14144700	3/7/2019	4:00	PST	149000	A
USGS	14144700	3/7/2019	5:00	PST	150000	A
USGS	14144700	3/7/2019	6:00	PST	150000	A
USGS	14144700	3/7/2019	7:00	PST	151000	A
USGS	14144700	3/7/2019	8:00	PST	152000	A
USGS	14144700	3/7/2019	9:00	PST	152000	A
USGS	14144700	3/7/2019	10:00	PST	153000	A
USGS	14144700	3/7/2019	11:00	PST	154000	A
USGS	14144700	3/7/2019	12:00	PST	154000	A
USGS	14144700	3/7/2019	13:00	PST	155000	A
USGS	14144700	3/7/2019	14:00	PST	155000	A
USGS	14144700	3/7/2019	15:00	PST	156000	A
USGS	14144700	3/7/2019	16:00	PST	156000	A
USGS	14144700	3/7/2019	17:00	PST	157000	A
USGS	14144700	3/7/2019	18:00	PST	157000	A
USGS	14144700	3/7/2019	19:00	PST	157000	A
USGS	14144700	3/7/2019	20:00	PST	158000	A
USGS	14144700	3/7/2019	21:00	PST	158000	A
USGS	14144700	3/7/2019	22:00	PST	158000	A
USGS	14144700	3/7/2019	23:00	PST	158000	A
USGS	14144700	3/8/2019	0:00	PST	158000	A
USGS	14144700	3/8/2019	1:00	PST	159000	A
USGS	14144700	3/8/2019	2:00	PST	159000	A
USGS	14144700	3/8/2019	3:00	PST	159000	A
USGS	14144700	3/8/2019	4:00	PST	159000	A
USGS	14144700	3/8/2019	5:00	PST	159000	A
USGS	14144700	3/8/2019	6:00	PST	159000	A
USGS	14144700	3/8/2019	7:00	PST	159000	A
USGS	14144700	3/8/2019	8:00	PST	159000	A
USGS	14144700	3/8/2019	9:00	PST	159000	A
USGS	14144700	3/8/2019	10:00	PST	159000	A
USGS	14144700	3/8/2019	11:00	PST	159000	A
USGS	14144700	3/8/2019	12:00	PST	159000	A
USGS	14144700	3/8/2019	13:00	PST	159000	A
USGS	14144700	3/8/2019	14:00	PST	159000	A
USGS	14144700	3/8/2019	15:00	PST	160000	A
USGS	14144700	3/8/2019	16:00	PST	160000	A
USGS	14144700	3/8/2019	17:00	PST	160000	A
USGS	14144700	3/8/2019	18:00	PST	160000	A
USGS	14144700	3/8/2019	19:00	PST	160000	A
USGS	14144700	3/8/2019	20:00	PST	160000	A
USGS	14144700	3/8/2019	21:00	PST	161000	A
USGS	14144700	3/8/2019	22:00	PST	161000	A
USGS	14144700	3/8/2019	23:00	PST	161000	A
USGS	14144700	3/9/2019	0:00	PST	161000	A
USGS	14144700	3/9/2019	1:00	PST	161000	A
USGS	14144700	3/9/2019	2:00	PST	162000	A
USGS	14144700	3/9/2019	3:00	PST	162000	A
USGS	14144700	3/9/2019	4:00	PST	162000	A
USGS	14144700	3/9/2019	5:00	PST	162000	A
USGS	14144700	3/9/2019	6:00	PST	163000	A
USGS	14144700	3/9/2019	7:00	PST	163000	A
USGS	14144700	3/9/2019	8:00	PST	163000	A
USGS	14144700	3/9/2019	9:00	PST	163000	A
USGS	14144700	3/9/2019	10:00	PST	163000	A
USGS	14144700	3/9/2019	11:00	PST	163000	A
USGS	14144700	3/9/2019	12:00	PST	163000	A
USGS	14144700	3/9/2019	13:00	PST	163000	A
USGS	14144700	3/9/2019	14:00	PST	163000	A
USGS	14144700	3/9/2019	15:00	PST	163000	A
USGS	14144700	3/9/2019	16:00	PST	163000	A
USGS	14144700	3/9/2019	17:00	PST	163000	A
USGS	14144700	3/9/2019	18:00	PST	163000	A
USGS	14144700	3/9/2019	19:00	PST	162000	A
USGS	14144700	3/9/2019	20:00	PST	162000	A
USGS	14144700	3/9/2019	21:00	PST	162000	A
USGS	14144700	3/9/2019	22:00	PST	161000	A
USGS	14144700	3/9/2019	23:00	PST	161000	A
USGS	14144700	3/10/2019	0:00	PST	161000	A
USGS	14144700	3/10/2019	1:00	PST	160000	A
USGS	14144700	3/10/2019	3:00	PDT	159000	A
USGS	14144700	3/10/2019	4:00	PDT	159000	A
USGS	14144700	3/10/2019	5:00	PDT	158000	A
USGS	14144700	3/10/2019	6:00	PDT	158000	A
USGS	14144700	3/10/2019	7:00	PDT	157000	A
USGS	14144700	3/10/2019	8:00	PDT	156000	A
USGS	14144700	3/10/2019	9:00	PDT	156000	A
USGS	14144700	3/10/2019	10:00	PDT	155000	A
USGS	14144700	3/10/2019	11:00	PDT	154000	A
USGS	14144700	3/10/2019	12:00	PDT	153000	A
USGS	14144700	3/10/2019	13:00	PDT	152000	A
USGS	14144700	3/10/2019	14:00	PDT	151000	A
USGS	14144700	3/10/2019	15:00	PDT	151000	A
USGS	14144700	3/10/2019	16:00	PDT	150000	A
USGS	14144700	3/10/2019	17:00	PDT	149000	A
USGS	14144700	3/10/2019	18:00	PDT	148000	A
USGS	14144700	3/10/2019	19:00	PDT	147000	A
USGS	14144700	3/10/2019	20:00	PDT	146000	A
USGS	14144700	3/10/2019	21:00	PDT	145000	A
USGS	14144700	3/10/2019	22:00	PDT	144000	A
USGS	14144700	3/10/2019	23:00	PDT	143000	A
USGS	14144700	3/11/2019	0:00	PDT	142000	A
USGS	14144700	3/11/2019	1:00	PDT	141000	A
USGS	14144700	3/11/2019	2:00	PDT	140000	A
USGS	14144700	3/11/2019	3:00	PDT	138000	A
USGS	14144700	3/11/2019	4:00	PDT	137000	A
USGS	14144700	3/11/2019	5:00	PDT	136000	A
USGS	14144700	3/11/2019	6:00	PDT	135000	A
USGS	14144700	3/11/2019	7:00	PDT	134000	A
USGS	14144700	3/11/2019	8:00	PDT	133000	A
USGS	14144700	3/11/2019	9:00	PDT	132000	A
USGS	14144700	3/11/2019	10:00	PDT	131000	A
USGS	14144700	3/11/2019	11:00	PDT	130000	A
USGS	14144700	3/11/2019	12:00	PDT	129000	A
USGS	14144700	3/11/2019	13:00	PDT	129000	A
USGS	14144700	3/11/2019	14:00	PDT	128000	A
USGS	14144700	3/11/2019	15:00	PDT	127000	A
USGS	14144700	3/11/2019	16:00	PDT	126000	A
USGS	14144700	3/11/2019	17:00	PDT	125000	A
USGS	14144700	3/11/2019	18:00	PDT	125000	A
USGS	14144700	3/11/2019	19:00	PDT	124000	A
USGS	14144700	3/11/2019	20:00	PDT	123000	A
USGS	14144700	3/11/2019	21:00	PDT	123000	A
USGS	14144700	3/11/2019	22:00	PDT	122000	A
USGS	14144700	3/11/2019	23:00	PDT	122000	A
USGS	14144700	3/12/2019	0:00	PDT	121000	A
USGS	14144700	3/12/2019	1:00	PDT	121000	A
USGS	14144700	3/12/2019	2:00	PDT	120000	A
USGS	14144700	3/12/2019	3:00	PDT	120000	A
USGS	14144700	3/12/2019	4:00	PDT	120000	A
USGS	14144700	3/12/2019	5:00	PDT	119000	A
USGS	14144700	3/12/2019	6:00	PDT	119000	A
USGS	14144700	3/12/2019	7:00	PDT	119000	A
USGS	14144700	3/12/2019	8:00	PDT	119000	A
USGS	14144700	3/12/2019	9:00	PDT	119000	A
USGS	14144700	3/12/2019	10:00	PDT	118000	A
USGS	14144700	3/12/2019	11:00	PDT	118000	A
USGS	14144700	3/12/2019	12:00	PDT	118000	A
USGS	14144700	3/12/2019	13:00	PDT	118000	A
USGS	14144700	3/12/2019	14:00	PDT	118000	A
USGS	14144700	3/12/2019	15:00	PDT	118000	A
USGS	14144700	3/12/2019	16:00	PDT	118000	A
USGS	14144700	3/12/2019	17:00	PDT	118000	A
USGS	14144700	3/12/2019	18:00	PDT	117000	A
USGS	14144700	3/12/2019	19:00	PDT	117000	A
USGS	14144700	3/12/2019	20:00	PDT	117000	A
USGS	14144700	3/12/2019	21:00	PDT	117000	A
USGS	14144700	3/12/2019	22:00	PDT	117000	A
USGS	14144700	3/12/2019	23:00	PDT	117000	A
USGS	14144700	3/13/2019	0:00	PDT	117000	A
USGS	14144700	3/13/2019	1:00	PDT	117000	A
USGS	14144700	3/13/2019	2:00	PDT	117000	A
USGS	14144700	3/13/2019	3:00	PDT	117000	A
USGS	14144700	3/13/2019	4:00	PDT	117000	A
USGS	14144700	3/13/2019	5:00	PDT	117000	A
USGS	14144700	3/13/2019	6:00	PDT	117000	A
USGS	14144700	3/13/2019	7:00	PDT	117000	A
USGS	14144700	3/13/2019	8:00	PDT	117000	A
USGS	14144700	3/13/2019	9:00	PDT	117000	A
USGS	14144700	3/13/2019	10:00	PDT	117000	A
USGS	14144700	3/13/2019	11:00	PDT	117000	A
USGS	14144700	3/13/2019	12:00	PDT	117000	A
USGS	14144700	3/13/2019	13:00	PDT	117000	A
USGS	14144700	3/13/2019	14:00	PDT	117000	A
USGS	14144700	3/13/2019	15:00	PDT	117000	A
USGS	14144700	3/13/2019	16:00	PDT	117000	A
USGS	14144700	3/13/2019	17:00	PDT	117000	A
USGS	14144700	3/13/2019	18:00	PDT	117000	A
USGS	14144700	3/13/2019	19:00	PDT	117000	A
USGS	14144700	3/13/2019	20:00	PDT	117000	A
USGS	14144700	3/13/2019	21:00	PDT	117000	A
USGS	14144700	3/13/2019	22:00	PDT	117000	A
USGS	14144700	3/13/2019	23:00	PDT	117000	A
USGS	14144700	3/14/2019	0:00	PDT	117000	A
USGS	14144700	3/14/2019	1:00	PDT	117000	A
USGS	14144700	3/14/2019	2:00	PDT	117000	A
USGS	14144700	3/14/2019	3:00	PDT	117000	A
USGS	14144700	3/14/2019	4:00	PDT	117000	A
USGS	14144700	3/14/2019	5:00	PDT	117000	A
USGS	14144700	3/14/2019	6:00	PDT	116000	A
USGS	14144700	3/14/2019	7:00	PDT	116000	A
USGS	14144700	3/14/2019	8:00	PDT	116000	A
USGS	14144700	3/14/2019	9:00	PDT	116000	A
USGS	14144700	3/14/2019	10:00	PDT	116000	A
USGS	14144700	3/14/2019	11:00	PDT	116000	A
USGS	14144700	3/14/2019	12:00	PDT	116000	A
USGS	14144700	3/14/2019	13:00	PDT	116000	A
USGS	14144700	3/14/2019	14:00	PDT	116000	A
USGS	14144700	3/14/2019	15:00	PDT	116000	A
USGS	14144700	3/14/2019	16:00	PDT	116000	A
USGS	14144700	3/14/2019	17:00	PDT	116000	A
USGS	14144700	3/14/2019	18:00	PDT	116000	A
USGS	14144700	3/14/2019	19:00	PDT	116000	A
USGS	14144700	3/14/2019	20:00	PDT	116000	A
USGS	14144700	3/14/2019	21:00	PDT	116000	A
USGS	14144700	3/14/2019	22:00	PDT	116000	A
USGS	14144700	3/14/2019	23:00	PDT	116000	A
USGS	14144700	3/15/2019	0:00	PDT	116000	A
USGS	14144700	3/15/2019	1:00	PDT	116000	A
USGS	14144700	3/15/2019	2:00	PDT	116000	A
USGS	14144700	3/15/2019	3:00	PDT	116000	A
USGS	14144700	3/15/2019	4:00	PDT	116000	A
USGS	14144700	3/15/2019	5:00	PDT	116000	A
USGS	14144700	3/15/2019	6:00	PDT	116000	A
USGS	14144700	3/15/2019	7:00	PDT	116000	A
USGS	14144700	3/15/2019	8:00	PDT	116000	A
USGS	14144700	3/15/2019	9:00	PDT	116000	A
USGS	14144700	3/15/2019	10:00	PDT	116000	A
USGS	14144700	3/15/2019	11:00	PDT	116000	A
USGS	14144700	3/15/2019	12:00	PDT	116000	A
USGS	14144700	3/15/2019	13:00	PDT	116000	A
USGS	14144700	3/15/2019	14:00	PDT	116000	A
USGS	14144700	3/15/2019	15:00	PDT	116000	A
USGS	14144700	3/15/2019	16:00	PDT	116000	A
USGS	14144700	3/15/2019	17:00	PDT	116000	A
USGS	14144700	3/15/2019	18:00	PDT	116000	A
USGS	14144700	3/15/2019	19:00	PDT	116000	A
USGS	14144700	3/15/2019	20:00	PDT	116000	A
USGS	14144700	3/15/2019	21:00	PDT	116000	A
USGS	14144700	3/15/2019	22:00	PDT	117000	A
USGS	14144700	3/15/2019	23:00	PDT	117000	A
USGS	14144700	3/16/2019	0:00	PDT	117000	A
USGS	14144700	3/16/2019	1:00	PDT	117000	A
USGS	14144700	3/16/2019	2:00	PDT	117000	A
USGS	14144700	3/16/2019	3:00	PDT	117000	A
USGS	14144700	3/16/2019	4:00	PDT	117000	A
USGS	14144700	3/16/2019	5:00	PDT	117000	A
USGS	14144700	3/16/2019	6:00	PDT	117000	A
USGS	14144700	3/16/2019	7:00	PDT	117000	A
USGS	14144700	3/16/2019	8:00	PDT	117000	A
USGS	14144700	3/16/2019	9:00	PDT	117000	A
USGS	14144700	3/16/2019	10:00	PDT	117000	A
USGS	14144700	3/16/2019	11:00	PDT	117000	A
USGS	14144700	3/16/2019	12:00	PDT	117000	A
USGS	14144700	3/16/2019	13:00	PDT	117000	A
USGS	14144700	3/16/2019	14:00	PDT	117000	A
USGS	14144700	3/16/2019	15:00	PDT	117000	A
USGS	14144700	3/16/2019	16:00	PDT	117000	A
USGS	14144700	3/16/2019	17:00	PDT	117000	A
USGS	14144700	3/16/2019	18:00	PDT	118000	A
USGS	14144700	3/16/2019	19:00	PDT	118000	A
USGS	14144700	3/16/2019	20:00	PDT	118000	A
USGS	14144700	3/16/2019	21:00	PDT	118000	A
USGS	14144700	3/16/2019	22:00	PDT	118000	A
USGS	14144700	3/16/2019	23:00	PDT	118000	A
USGS	14144700	3/17/2019	0:00	PDT	118000	A
USGS	14144700	3/17/2019	1:00	PDT	118000	A
USGS	14144700	3/17/2019	2:00	PDT	118000	A
USGS	14144700	3/17/2019	3:00	PDT	118000	A
USGS	14144700	3/17/2019	4:00	PDT	119000	A
USGS	14144700	3/17/2019	5:00	PDT	119000	A
USGS	14144700	3/17/2019	6:00	PDT	119000	A
USGS	14144700	3/17/2019	7:00	PDT	119000	A
USGS	14144700	3/17/2019	8:00	PDT	119000	A
USGS	14144700	3/17/2019	9:00	PDT	120000	A
USGS	14144700	3/17/2019	10:00	PDT	120000	A
USGS	14144700	3/17/2019	11:00	PDT	120000	A
USGS	14144700	3/17/2019	12:00	PDT	120000	A
USGS	14144700	3/17/2019	13:00	PDT	121000	A
USGS	14144700	3/17/2019	14:00	PDT	121000	A
USGS	14144700	3/17/2019	15:00	PDT	121000	A
USGS	14144700	3/17/2019	16:00	PDT	121000	A
USGS	14144700	3/17/2019	17:00	PDT	122000	A
USGS	14144700	3/17/2019	18:00	PDT	122000	A
USGS	14144700	3/17/2019	19:00	PDT	122000	A
USGS	14144700	3/17/2019	20:00	PDT	122000	A
USGS	14144700	3/17/2019	21:00	PDT	123000	A
USGS	14144700	3/17/2019	22:00	PDT	123000	A
USGS	14144700	3/17/2019	23:00	PDT	123000	A
USGS	14144700	3/18/2019	0:00	PDT	124000	A
USGS	14144700	3/18/2019	1:00	PDT	124000	A
USGS	14144700	3/18/2019	2:00	PDT	124000	A
USGS	14144700	3/18/2019	3:00	PDT	125000	A
USGS	14144700	3/18/2019	4:00	PDT	125000	A
USGS	14144700	3/18/2019	5:00	PDT	125000	A
USGS	14144700	3/18/2019	6:00	PDT	125000	A
USGS	14144700	3/18/2019	7:00	PDT	126000	A
USGS	14144700	3/18/2019	8:00	PDT	126000	A
USGS	14144700	3/18/2019	9:00	PDT	126000	A
USGS	14144700	3/18/2019	10:00	PDT	126000	A
USGS	14144700	3/18/2019	11:00	PDT	127000	A
USGS	14144700	3/18/2019	12:00	PDT	127000	A
USGS	14144700	3/18/2019	13:00	PDT	127000	A
USGS	14144700	3/18/2019	14:00	PDT	127000	A
USGS	14144700	3/18/2019	15:00	PDT	127000	A
USGS	14144700	3/18/2019	16:00	PDT	128000	A
USGS	14144700	3/18/2019	17:00	PDT	128000	A
USGS	14144700	3/18/2019	18:00	PDT	128000	A
USGS	14144700	3/18/2019	19:00	PDT	128000	A
USGS	14144700	3/18/2019	20:00	PDT	128000	A
USGS	14144700	3/18/2019	21:00	PDT	128000	A
USGS	14144700	3/18/2019	22:00	PDT	128000	A
USGS	14144700	3/18/2019	23:00	PDT	128000	A
USGS	14144700	3/19/2019	0:00	PDT	128000	A
USGS	14144700	3/19/2019	1:00	PDT	128000	A
USGS	14144700	3/19/2019	2:00	PDT	128000	A
USGS	14144700	3/19/2019	3:00	PDT	128000	A
USGS	14144700	3/19/2019	4:00	PDT	128000	A
USGS	14144700	3/19/2019	5:00	PDT	128000	A
USGS	14144700	3/19/2019	6:00	PDT	128000	A
USGS	14144700	3/19/2019	7:00	PDT	128000	A
USGS	14144700	3/19/2019	8:00	PDT	128000	A
USGS	14144700	3/19/2019	9:00	PDT	128000	A
USGS	14144700	3/19/2019	10:00	PDT	128000	A
USGS	14144700	3/19/2019	11:00	PDT	128000	A
USGS	14144700	3/19/2019	12:00	PDT	127000	A
USGS	14144700	3/19/2019	13:00	PDT	127000	A
USGS	14144700	3/19/2019	14:00	PDT	127000	A
USGS	14144700	3/19/2019	15:00	PDT	127000	A
USGS	14144700	3/19/2019	16:00	PDT	127000	A
USGS	14144700	3/19/2019	17:00	PDT	127000	A
USGS	14144700	3/19/2019	18:00	PDT	127000	A
USGS	14144700	3/19/2019	19:00	PDT	127000	A
USGS	14144700	3/19/2019	20:00	PDT	127000	A
USGS	14144700	3/19/2019	21:00	PDT	126000	A
USGS	14144700	3/19/2019	22:00	PDT	126000	A
USGS	14144700	3/19/2019	23:00	PDT	126000	A
USGS	14144700	3/20/2019	0:00	PDT	126000	A
USGS	14144700	3/20/2019	1:00	PDT	126000	A
USGS	14144700	3/20/2019	2:00	PDT	126000	A
USGS	14144700	3/20/2019	3:00	PDT	126000	A
USGS	14144700	3/20/2019	4:00	PDT	126000	A
USGS	14144700	3/20/2019	5:00	PDT	126000	A
USGS	14144700	3/20/2019	6:00	PDT	126000	A
USGS	14144700	3/20/2019	7:00	PDT	127000	A
USGS	14144700	3/20/2019	8:00	PDT	127000	A
USGS	14144700	3/20/2019	9:00	PDT	127000	A
USGS	14144700	3/20/2019	10:00	PDT	127000	A
USGS	14144700	3/20/2019	11:00	PDT	127000	A
USGS	14144700	3/20/2019	12:00	PDT	128000	A
USGS	14144700	3/20/2019	13:00	PDT	128000	A
USGS	14144700	3/20/2019	14:00	PDT	128000	A
USGS	14144700	3/20/2019	15:00	PDT	129000	A
USGS	14144700	3/20/2019	16:00	PDT	129000	A
USGS	14144700	3/20/2019	17:00	PDT	129000	A
USGS	14144700	3/20/2019	18:00	PDT	130000	A
USGS	14144700	3/20/2019	19:00	PDT	130000	A
USGS	14144700	3/20/2019	20:00	PDT	131000	A
USGS	14144700	3/20/2019	21:00	PDT	131000	A
USGS	14144700	3/20/2019	22:00	PDT	132000	A
USGS	14144700	3/20/2019	23:00	PDT	132000	A
USGS	14144700	3/21/2019	0:00	PDT	133000	A
USGS	14144700	3/21/2019	1:00	PDT	133000	A
USGS	14144700	3/21/2019	2:00	PDT	134000	A
USGS	14144700	3/21/2019	3:00	PDT	134000	A
USGS	14144700	3/21/2019	4:00	PDT	135000	A
USGS	14144700	3/21/2019	5:00	PDT	135000	A
USGS	14144700	3/21/2019	6:00	PDT	135000	A
USGS	14144700	3/21/2019	7:00	PDT	136000	A
USGS	14144700	3/21/2019	8:00	PDT	136000	A
USGS	14144700	3/21/2019	9:00	PDT	136000	A
USGS	14144700	3/21/2019	10:00	PDT	137000	A
USGS	14144700	3/21/2019	11:00	PDT	137000	A
USGS	14144700	3/21/2019	12:00	PDT	137000	A
USGS	14144700	3/21/2019	13:00	PDT	138000	A
USGS	14144700	3/21/2019	14:00	PDT	138000	A
USGS	14144700	3/21/2019	15:00	PDT	138000	A
USGS	14144700	3/21/2019	16:00	PDT	138000	A
USGS	14144700	3/21/2019	17:00	PDT	138000	A
USGS	14144700	3/21/2019	18:00	PDT	139000	A
USGS	14144700	3/21/2019	19:00	PDT	139000	A
USGS	14144700	3/21/2019	20:00	PDT	139000	A
USGS	14144700	3/21/2019	21:00	PDT	139000	A
USGS	14144700	3/21/2019	22:00	PDT	139000	A
USGS	14144700	3/21/2019	23:00	PDT	140000	A
USGS	14144700	3/22/2019	0:00	PDT	140000	A
USGS	14144700	3/22/2019	1:00	PDT	140000	A
USGS	14144700	3/22/2019	2:00	PDT	141000	A
USGS	14144700	3/22/2019	3:00	PDT	141000	A
USGS	14144700	3/22/2019	4:00	PDT	142000	A
USGS	14144700	3/22/2019	5:00	PDT	142000	A
USGS	14144700	3/22/2019	6:00	PDT	143000	A
USGS	14144700	3/22/2019	7:00	PDT	144000	A
USGS	14144700	3/22/2019	8:00	PDT	144000	A
USGS	14144700	3/22/2019	9:00	PDT	145000	A
USGS	14144700	3/22/2019	10:00	PDT	146000	A
USGS	14144700	3/22/2019	11:00	PDT	147000	A
USGS	14144700	3/22/2019	12:00	PDT	148000	A
USGS	14144700	3/22/2019	13:00	PDT	149000	A
USGS	14144700	3/22/2019	14:00	PDT	150000	A
USGS	14144700	3/22/2019	15:00	PDT	152000	A
USGS	14144700	3/22/2019	16:00	PDT	153000	A
USGS	14144700	3/22/2019	17:00	PDT	154000	A
